GEOID,unique_id,race_imputed,imputation_probability,date,city,state,zip,county,highest_force,armed,Total_popE,NH_WhiteE,NH_BlackE,Hisp_LatinoE,IncomeE,income_quartile,income_quintile,income_percentile,income_bins_200,NH_WhiteP,NH_BlackP,Hisp_LatinoP,Majority
47177930800,23470,White,,2017-12-15,McMinnville,TN,37110,Warren,Gunshot,Armed,6524,5299,181,771,43365,1,2,21,41,0.8122317596566524,0.027743715511955855,0.11817903126916003,White
36119001503,23471,White,,2017-12-15,Yonkers,NY,10704,Westchester,Gunshot,Armed,2344,1749,0,319,81250,3,4,72,143,0.746160409556314,0,0.13609215017064846,White
51163930101,23472,White,,2017-12-15,Lexington,VA,24450,Rockbridge,Gunshot,Armed,3276,3119,55,58,52956,2,2,36,71,0.952075702075702,0.016788766788766788,0.017704517704517704,White
09003415400,23468,Black,,2017-12-14,New Britain,CT,06051,Hartford,Gunshot,Unarmed,6241,1963,944,2554,56686,2,3,42,83,0.3145329274154783,0.1512578112481974,0.4092292901778561,
08001008505,23463,White,,2017-12-13,Northglenn,CO,80233,Adams,Gunshot,Unarmed,7373,4758,26,2447,77070,3,4,68,135,0.6453275464532755,0.0035263800352638005,0.33188661331886615,White
01093964200,23464,Other/Unknown,,2017-12-13,Hamilton,AL,35570,Marion,Gunshot,Armed,1411,1362,37,0,46250,1,2,25,50,0.9652728561304039,0.026222537207654145,0,White
06029005600,23466,White,,2017-12-13,Boron,CA,93516,Kern,Asphyxiated/Restrained,Unarmed,2280,1175,53,581,41736,1,1,19,37,0.5153508771929824,0.02324561403508772,0.2548245614035088,White
13103030306,23462,White,,2017-12-12,Rincon,GA,31326,Effingham,Gunshot,Armed,2921,2236,591,0,49432,2,2,30,59,0.765491270112975,0.20232796987333104,0,White
30013000100,23427,White,,2017-12-11,Great Falls,MT,59405,Cascade,Gunshot,Armed,2683,2417,49,81,46129,1,2,25,50,0.900857249347745,0.018263138278046962,0.030190085724934774,White
53033004000,23428,White,,2017-12-11,Seattle,WA,98115,King,Gunshot,Armed,3320,2523,312,54,98333,4,5,83,166,0.7599397590361445,0.09397590361445783,0.016265060240963854,White
08101002919,23421,Hispanic/Latino,,2017-12-10,Pueblo,CO,81008,Pueblo,Tasered,Unarmed,4537,2063,101,2303,54500,2,2,39,77,0.45470575270002206,0.022261406215560945,0.5076041437072956,Hispanic/Latino
01097007400,23422,Black,,2017-12-10,Mobile,AL,36605,Mobile,Gunshot,Armed,2786,1071,1462,0,36891,1,1,13,25,0.3844221105527638,0.5247666905958364,0,Black
40109107405,23423,Other/Unknown,,2017-12-10,Oklahoma City,OK,73135,Oklahoma,Gunshot,Armed,5298,2536,1320,611,57045,2,3,43,85,0.4786711966779917,0.2491506228765572,0.11532653831634579,
06073007200,23424,White,,2017-12-10,San Diego,CA,92107,San Diego,Gunshot,Armed,6024,4646,79,790,144489,4,5,96,192,0.7712483399734396,0.013114209827357238,0.13114209827357237,White
06037554900,23425,Hispanic/Latino,,2017-12-10,Artesia,CA,90701,Los Angeles,Gunshot,Armed,7291,1344,422,2424,71122,3,4,62,123,0.18433685365519134,0.057879577561377044,0.3324646824852558,
13089023214,23426,Black,0.984960699,2017-12-10,Decatur,GA,30035,DeKalb,Gunshot,Armed,5015,129,4865,6,49650,2,2,30,60,0.02572283150548355,0.9700897308075773,0.0011964107676969093,Black
05145070300,23419,White,,2017-12-09,Rose Bud,AR,72137,White,Gunshot,Armed,5508,5233,0,87,49899,2,2,31,61,0.9500726216412491,0,0.01579520697167756,White
10001040700,23420,White,,2017-12-09,Dover,DE,19904,Kent,Gunshot,Armed,5631,2829,1715,565,73750,3,4,64,128,0.5023974427277571,0.3045640206002486,0.10033741786538804,White
06089011300,23418,Other/Unknown,,2017-12-08,Redding,CA,96002,Shasta,Gunshot,Armed,4770,3636,61,361,50982,2,2,32,64,0.7622641509433963,0.012788259958071278,0.07568134171907757,White
04019003102,23411,Black,,2017-12-07,Tucson,AZ,85712,Pima,Gunshot,Unarmed,3853,1850,205,1493,27029,1,1,5,9,0.48014534129249936,0.053205294575655336,0.387490267324163,
55075961200,23412,White,,2017-12-07,Marinette,WI,54143,Marinette,Gunshot,Armed,2799,2752,3,32,65435,3,3,55,109,0.9832082886745266,0.0010718113612004287,0.011432654519471239,White
42069112700,23413,White,,2017-12-07,Old Forge,PA,18518,Lackawanna,Gunshot,Armed,2835,2696,0,86,52000,2,2,34,68,0.9509700176366843,0,0.030335097001763667,White
08001009001,23415,Other/Unknown,,2017-12-07,Denver,CO,80229,Adams,Gunshot,Unarmed,4566,2194,199,1894,54563,2,2,39,77,0.4805081033727551,0.04358300481822164,0.41480508103372754,
12011060128,23416,Black,,2017-12-07,Tamarac,FL,33319,Broward,Gunshot,Unarmed,6355,1457,2849,1751,47401,2,2,27,53,0.22926829268292684,0.44830841856805664,0.27553107789142406,
12086000903,23407,Black,,2017-12-06,Miami,FL,33147,Miami-Dade,Gunshot,Armed,3437,13,2156,1247,37553,1,1,13,26,0.003782368344486471,0.6272912423625254,0.36281640965958684,Black
12011050308,23408,Black,,2017-12-06,Lauderdale Lakes,FL,33311,Broward,Gunshot,Unarmed,3184,35,3108,41,38523,1,1,14,28,0.01099246231155779,0.9761306532663316,0.012876884422110553,Black
12011020319,23409,White,0.775254423,2017-12-06,Coral Springs,FL,33071,Broward,Gunshot,Armed,5854,3144,563,1346,99087,4,5,84,167,0.537068670994192,0.09617355654253502,0.22992825418517254,White
56021001502,23410,White,,2017-12-06,Cheyenne,WY,82001,Laramie,Gunshot,Armed,4648,3707,0,785,53587,2,2,37,73,0.7975473321858864,0,0.16888984509466437,White
36005002500,23403,Hispanic/Latino,,2017-12-05,Bronx,NY,10454,Bronx,Gunshot,Armed,5694,258,1249,4144,27196,1,1,5,9,0.045310853530031614,0.21935370565507553,0.7277836318932209,Hispanic/Latino
51089011300,23406,Black,0.617795278,2017-12-05,Bassett,VA,24055,Henry,Gunshot,Armed,3690,2635,709,241,43314,1,2,21,41,0.7140921409214093,0.1921409214092141,0.06531165311653117,White
13159010200,23402,White,,2017-12-04,Jasper,GA,30143,Jasper,Gunshot,Armed,2702,2308,117,148,61007,2,3,48,96,0.8541820873427091,0.04330125832716506,0.05477424130273871,White
48167726200,23399,White,,2017-12-03,La Marque,TX,77568,Galveston,Gunshot,Armed,2699,871,749,1073,45742,1,2,24,48,0.32271211559836976,0.27751018895887364,0.39755464987032235,
48253020300,23396,White,,2017-12-02,Hamlin,TX,79520,Jones,Tasered,Unarmed,2236,1337,127,711,46042,1,2,25,49,0.5979427549194991,0.056797853309481214,0.31797853309481217,White
06071003612,23397,Hispanic/Latino,,2017-12-02,Colton,CA,92324,San Bernardino,Gunshot,Armed,4983,822,211,3675,65417,3,3,54,108,0.1649608669476219,0.042343969496287374,0.7375075255869958,Hispanic/Latino
06075023400,23393,Black,,2017-12-01,San Francisco,CA,94124,San Francisco,Gunshot,Unarmed,3873,351,666,1411,69063,3,3,59,118,0.0906274206041828,0.17195972114639815,0.3643170668732249,
37089931000,23394,Black,,2017-12-01,Hendersonville,NC,28792,Henderson,Gunshot,Armed,5304,4447,213,463,34485,1,1,10,20,0.8384238310708899,0.040158371040723985,0.08729260935143288,White
45091061504,23395,White,,2017-12-01,York,SC,29745,York,Gunshot,Armed,4997,4211,471,179,69750,3,3,60,119,0.8427056233740244,0.09425655393235942,0.03582149289573744,White
17031400800,23389,Black,,2017-11-30,Chicago,IL,60637,Cook,Gunshot,Armed,2166,21,2014,39,12896,1,1,1,1,0.009695290858725761,0.9298245614035088,0.018005540166204988,Black
36119010803,23390,Hispanic/Latino,,2017-11-30,Hartsdale,NY,10530,Westchester,Tasered,Unarmed,3645,2236,638,507,88750,4,4,78,155,0.613443072702332,0.17503429355281208,0.1390946502057613,White
06037123203,23391,Hispanic/Latino,,2017-11-30,North Hollywood,CA,91605,Los Angeles,Gunshot,Unarmed,3446,502,199,2669,53130,2,2,36,72,0.1456761462565293,0.05774811375507835,0.7745211839814278,Hispanic/Latino
29049960100,23392,White,0.808569094,2017-11-30,Cameron,MO,64429,Clinton,Gunshot,Armed,5108,4765,59,146,59355,2,3,46,91,0.932850430696946,0.011550509005481598,0.028582615505090055,White
04019940800,23388,Hispanic/Latino,,2017-11-29,Sells,AZ,85634,Pima,Gunshot,Uncertain,4846,114,0,110,34375,1,1,10,20,0.02352455633512175,0,0.02269913330581923,
53077002900,23382,Hispanic/Latino,0.961992333,2017-11-28,Tieton,WA,98947,Yakima,Gunshot,Armed,6546,2958,0,3227,58223,2,3,44,88,0.45187901008249315,0,0.49297280782157044,
53063000201,23383,White,,2017-11-28,Spokane,WA,99217,Spokane,Gunshot,Armed,2774,2445,66,167,36981,1,1,13,25,0.8813987022350397,0.023792357606344627,0.06020187454938716,White
32031000104,23385,White,,2017-11-28,Reno,NV,89501,Washoe,Gunshot,Armed,2922,1662,49,873,49754,2,2,30,60,0.5687885010266941,0.01676933607118412,0.29876796714579057,White
26045021100,23386,White,,2017-11-28,Eaton Rapids,MI,48827,Eaton,Gunshot,Armed,5563,5100,220,103,62351,2,3,50,100,0.9167715261549524,0.03954700701060579,0.01851518964587453,White
06037535604,23378,Hispanic/Latino,,2017-11-27,South Gate,CA,90280,Los Angeles,Gunshot,Armed,4527,31,0,4496,55543,2,2,40,80,0.0068478020764303075,0,0.9931521979235697,Hispanic/Latino
51041100807,23379,Hispanic/Latino,,2017-11-27,Richmond,VA,23237,Chesterfield,Gunshot,Armed,2195,694,536,917,63036,3,3,51,102,0.3161731207289294,0.24419134396355352,0.41776765375854213,
20177002100,23381,White,,2017-11-27,Topeka,KS,66604,Shawnee,Gunshot,Unarmed,3449,2544,253,463,44982,1,2,23,46,0.737605102928385,0.07335459553493766,0.1342418092200638,White
20091052417,23373,White,0.895313248,2017-11-26,Lenexa,KS,66215,Johnson,Gunshot,Armed,3495,2103,692,387,59306,2,3,46,91,0.6017167381974249,0.19799713876967096,0.11072961373390558,White
06037403702,23374,Hispanic/Latino,,2017-11-26,Covina,CA,91724,Los Angeles,Gunshot,Armed,3943,1252,79,1891,113021,4,5,90,179,0.3175247273649505,0.02003550595992899,0.47958407304083184,
06031001200,23375,Hispanic/Latino,,2017-11-26,Hanford,CA,93230,Kings,Gunshot,Armed,2362,1168,12,1114,61709,2,3,49,98,0.4944961896697714,0.005080440304826418,0.47163420829805247,
01089000901,23376,White,,2017-11-26,Huntsville,AL,35811,Madison,Gunshot,Armed,4352,3760,255,229,61362,2,3,49,97,0.8639705882352942,0.05859375,0.05261948529411765,White
17031271400,18483,Black,,2017-11-25,Chicago,IL,60624,Cook,Gunshot,Armed,1228,79,945,41,26351,1,1,4,8,0.06433224755700326,0.7695439739413681,0.033387622149837134,Black
26163524700,23370,Other/Unknown,,2017-11-25,Detroit,MI,48217,Wayne,Gunshot,Armed,3769,55,2937,721,37542,1,1,13,26,0.014592730167153092,0.7792517909259751,0.19129742637304326,Black
35055952702,23371,Hispanic/Latino,,2017-11-25,Penasco,NM,87579,Taos,Gunshot,Armed,2032,361,35,1477,34313,1,1,10,19,0.17765748031496062,0.017224409448818898,0.7268700787401575,Hispanic/Latino
04027011801,23367,White,,2017-11-24,Yuma,AZ,85365,Yuma,Gunshot,Armed,5832,2105,558,3019,42316,1,1,20,39,0.36093964334705075,0.09567901234567901,0.5176611796982168,Hispanic/Latino
41035971600,23368,Hispanic/Latino,,2017-11-24,Klamath Falls,OR,97601,Klamath,Gunshot,Armed,3366,1841,6,1183,19607,1,1,2,3,0.5469399881164587,0.0017825311942959,0.351455733808675,White
48209010810,23369,White,,2017-11-24,Wimberley,TX,78676,Hays,Gunshot,Armed,2409,2269,0,131,66111,3,3,55,110,0.941884599418846,0,0.0543794105437941,White
01115040211,23363,Black,,2017-11-23,Pell City,AL,35128,St. Clair,Gunshot,Armed,3586,2940,435,0,53036,2,2,36,72,0.8198549916341328,0.12130507529280535,0,White
29105960202,23365,White,,2017-11-23,Falcon,MO,65470,Laclede,Gunshot,Armed,2702,2421,3,96,45909,1,2,25,49,0.8960029607698001,0.0011102886750555144,0.03552923760177646,White
29510109700,23366,Black,,2017-11-23,St. Louis,MO,63107,St. Louis CIty,Gunshot,Armed,1863,44,1776,14,30724,1,1,7,13,0.023617820719269995,0.9533011272141707,0.007514761137949544,Black
28047003510,23361,White,,2017-11-20,Gulfport,MS,39503,Harrison,Gunshot,Armed,4924,3986,490,226,65298,3,3,54,108,0.8095044679122665,0.09951259138911454,0.045897644191714056,White
06083002706,23357,Hispanic/Latino,0.959786807,2017-11-19,Lompoc,CA,93436,Santa Barbara,Gunshot,Armed,6339,963,135,5087,53806,2,2,37,74,0.1519167061050639,0.02129673450070989,0.8024925067045275,Hispanic/Latino
45045002203,23358,White,,2017-11-19,Greenville,SC,29611,Greenville,Gunshot,Armed,3651,1906,198,1302,41272,1,1,18,35,0.5220487537660915,0.054231717337715694,0.35661462612982747,White
19163010600,23359,White,,2017-11-19,Davenport,IA,52803,Scott,Gunshot,Armed,2947,1597,763,279,29611,1,1,6,11,0.5419070240922973,0.2589073634204275,0.09467254835425856,White
21227011900,23353,White,,2017-11-18,Woodburn,KY,42170,Warren,Gunshot,Uncertain,5970,5724,12,0,67662,3,3,57,114,0.9587939698492463,0.0020100502512562816,0,White
01097004000,23354,Black,,2017-11-18,Prichard,AL,36610,Mobile,Gunshot,Unarmed,2721,0,2694,27,25019,1,1,3,6,0,0.9900771775082691,0.009922822491730982,Black
30111000902,23356,Other/Unknown,,2017-11-18,Billings,MT,59101,Yellowstone,Gunshot,Unarmed,5616,3672,12,1045,47885,2,2,28,55,0.6538461538461539,0.002136752136752137,0.18607549857549857,White
35001004760,23349,Other/Unknown,,2017-11-17,Albuquerque,NM,87121,Bernalillo,Gunshot,Unarmed,4174,444,11,3085,27228,1,1,5,9,0.10637278390033542,0.002635361763296598,0.7390991854336368,Hispanic/Latino
35001004760,23350,White,,2017-11-17,Albuquerque,NM,87121,Bernalillo,Gunshot,Unarmed,4174,444,11,3085,27228,1,1,5,9,0.10637278390033542,0.002635361763296598,0.7390991854336368,Hispanic/Latino
22073005800,23352,Black,,2017-11-17,West Monroe,LA,71292,Ouachita,Gunshot,Armed,2004,1166,613,158,24466,1,1,3,6,0.5818363273453094,0.3058882235528942,0.07884231536926148,White
51059415600,23377,Other/Unknown,,2017-11-17,Fort Hunt,VA,22308,Fairfax,Gunshot,Unarmed,2692,2279,24,135,244028,4,5,100,200,0.8465824665676077,0.008915304606240713,0.050148588410104014,White
48039664501,23341,Black,,2017-11-16,Brazoria,TX,77422,Brazoria,Gunshot,Armed,5747,3970,327,1368,62869,3,3,51,101,0.6907951974943449,0.05689925178353924,0.23803723681921002,White
12075970303,23345,White,,2017-11-16,Chiefland,FL,32626,Levy,Gunshot,Armed,3625,3020,83,178,36518,1,1,12,24,0.833103448275862,0.02289655172413793,0.04910344827586207,White
54003971205,23346,Other/Unknown,,2017-11-16,Hedgesville,WV,25427,Berkeley,Gunshot,Uncertain,3739,3372,164,50,62417,2,3,50,100,0.9018454132120888,0.04386199518587858,0.013372559507889811,White
54039000300,23347,White,,2017-11-16,Charleston,WV,25302,Kanawha,Gunshot,Armed,2863,2740,31,13,32882,1,1,9,17,0.9570380719524973,0.010827803003842123,0.0045406915822563745,White
40109104100,23336,Other/Unknown,,2017-11-15,Oklahoma City,OK,73108,Oklahoma,Gunshot,Armed,2810,793,419,1271,14066,1,1,1,1,0.28220640569395017,0.1491103202846975,0.4523131672597865,
28049000600,23337,Black,,2017-11-15,Jackson,MS,39213,Hinds,Gunshot,Armed,3208,16,3163,29,31923,1,1,8,15,0.004987531172069825,0.9859725685785536,0.00903990024937656,Black
06037127210,23338,Hispanic/Latino,,2017-11-15,Van Nuys,CA,91405,Los Angeles,Gunshot,Armed,5933,918,634,3507,55614,2,2,40,80,0.15472779369627507,0.10685993595145794,0.59110062363054106,Hispanic/Latino
36015000100,23339,White,,2017-11-15,Elmira,NY,14901,Chemung,Gunshot,Armed,2644,2232,213,0,33966,1,1,10,19,0.8441754916792739,0.08055975794251134,0,White
02020000702,23340,White,,2017-11-15,Anchorage,AK,99504,Anchorage,Gunshot,Armed,6391,2399,1953,230,61456,2,3,49,97,0.3753716163354718,0.30558598028477546,0.0359881082772649,
04013109707,23332,Hispanic/Latino,,2017-11-14,Phoenix,AZ,85033,Maricopa,Gunshot,Armed,5202,624,452,3956,35753,1,1,11,22,0.11995386389850057,0.08688965782391388,0.760476739715494,Hispanic/Latino
06077003403,23334,Black,,2017-11-14,Stockton,CA,95210,San Joaquin,Gunshot,Armed,5221,462,679,1973,73450,3,4,64,128,0.08848879524995211,0.13005171423099024,0.3778969546063972,
22033000200,23328,Black,,2017-11-13,Baton Rouge,LA,70805,East Baton Rouge,Gunshot,Unarmed,6819,308,5972,405,24439,1,1,3,6,0.04516791318375128,0.8757882387446839,0.05939287285525737,Black
36005037300,23331,Black,,2017-11-13,Bronx,NY,10457,Bronx,Gunshot,Armed,6191,42,2095,4045,28083,1,1,5,10,0.006784041350347278,0.3383944435470845,0.6533677919560652,Hispanic/Latino
25005642500,23326,Hispanic/Latino,,2017-11-12,Fall River,MA,02720,Bristol,Gunshot,Unarmed,4642,4118,29,248,73854,3,4,65,129,0.8871176217147781,0.0062473071951744934,0.05342524773804395,White
22103040106,23322,White,,2017-11-11,Pearl River,LA,70452,St. Tammany,Gunshot,Armed,4500,4200,23,238,61431,2,3,49,97,0.9333333333333333,0.005111111111111111,0.05288888888888889,White
19091970300,23323,White,,2017-11-11,Dakota City,IA,50529,Humboldt,Gunshot,Armed,2893,2725,2,98,58318,2,3,44,88,0.9419287936398203,6.91323885240235e-4,0.03387487037677152,White
32003002835,23324,Black,,2017-11-11,Las Vegas,NV,89183,Clark,Gunshot,Armed,2809,1471,242,534,57339,2,3,43,85,0.5236739053043787,0.08615165539337842,0.19010323958704164,White
08031001707,23314,Black,,2017-11-10,Denver,CO,80202,Denver,Gunshot,Armed,2496,1909,81,300,108500,4,5,88,176,0.764823717948718,0.03245192307692308,0.1201923076923077,White
28049010600,23315,Black,,2017-11-10,Edwards,MS,39066,Hinds,Gunshot,Unarmed,4949,1363,3400,88,37473,1,1,13,26,0.2754091735704183,0.6870074762578299,0.017781369973732065,Black
08005006502,23316,White,,2017-11-10,Littleton,CO,80120,Arapahoe,Gunshot,Uncertain,3370,2724,32,400,63598,3,3,52,103,0.8083086053412463,0.009495548961424332,0.11869436201780416,White
35001003600,23317,White,,2017-11-10,Albuquerque,NM,87114,Bernalillo,Gunshot,Armed,7596,2381,285,4852,47898,2,2,28,55,0.3134544497103739,0.03751974723538705,0.6387572406529752,Hispanic/Latino
27053020700,23319,White,,2017-11-10,Crystal,MN,55429,Hennepin,Gunshot,Armed,4295,3253,479,245,62404,2,3,50,100,0.7573923166472643,0.11152502910360884,0.0570430733410943,White
22109001600,23320,White,,2017-11-10,Gibson,LA,70356,Terrebonne,Gunshot,Armed,2428,1357,783,160,40461,1,1,17,33,0.5588962108731467,0.32248764415156506,0.06589785831960461,White
04013113000,23321,Black,,2017-11-10,Phoenix,AZ,85003,Maricopa,Gunshot,Armed,2514,1576,198,589,52898,2,2,36,71,0.6268894192521878,0.07875894988066826,0.23428798727128083,White
21089040202,23308,White,,2017-11-09,Flatwoods,KY,41139,Greenup,Gunshot,Uncertain,4466,4360,15,0,54694,2,2,39,77,0.9762651141961487,0.0033587102552619795,0,White
28099010200,23309,White,,2017-11-09,Philadelphia,MS,39350,Neshoba,Gunshot,Armed,2931,2388,456,0,47022,2,2,26,52,0.8147389969293757,0.1555783009211873,0,White
44007000800,23311,White,,2017-11-09,Providence,RI,02903,Providence,Gunshot,Unarmed,4697,2330,409,930,45094,1,2,23,46,0.49606131573344686,0.08707685756866085,0.1979987225888865,
21089040202,23312,White,,2017-11-09,Flatwoods,KY,41139,Greenup,Gunshot,Armed,4466,4360,15,0,54694,2,2,39,77,0.9762651141961487,0.0033587102552619795,0,White
37159050300,23313,Black,,2017-11-09,Salisbury,NC,28147,Rowan,Gunshot,Armed,3651,1854,1303,445,39554,1,1,16,31,0.5078060805258833,0.35688852369213914,0.12188441522870447,White
13063040310,23302,White,,2017-11-08,Forest Park,GA,30297,Clayton,Gunshot,Armed,3903,504,1780,1380,42983,1,1,20,40,0.1291314373558801,0.4560594414552908,0.3535741737125288,
55003940000,23303,Other/Unknown,,2017-11-08,Ashland,WI,54806,Ashland,Gunshot,Armed,1874,856,24,98,59219,2,3,46,91,0.4567769477054429,0.012806830309498399,0.052294557097118465,
47001021202,23305,White,,2017-11-08,Clinton,TN,37716,Anderson,Gunshot,Armed,5583,5274,142,120,36930,1,1,13,25,0.9446534121440086,0.025434354289808347,0.021493820526598602,White
51770000500,23307,White,,2017-11-08,Roanoke,VA,24012,Roanoke City,Gunshot,Armed,4850,2530,1146,780,36959,1,1,13,25,0.5216494845360825,0.23628865979381444,0.16082474226804125,White
32003002953,23299,Black,,2017-11-07,Las Vegas,NV,89147,Clark,Gunshot,Armed,4172,1724,561,882,67321,3,3,57,114,0.41323106423777567,0.13446788111217642,0.21140939597315436,
13067030410,23301,White,,2017-11-07,Marietta,GA,30068,Cobb,Gunshot,Armed,4675,3204,694,438,68776,3,3,59,117,0.6853475935828877,0.14844919786096256,0.09368983957219251,White
51680001900,23276,White,,2017-11-06,Lynchburg,VA,24501,Lynchburg City,Gunshot,Armed,4897,2130,2301,230,40973,1,1,18,35,0.4349601797018583,0.46987951807228917,0.046967531141515216,
40087400201,23297,White,,2017-11-06,Lindsay,OK,73052,Garvin,Tasered,Unarmed,3488,2559,25,402,63836,3,3,52,104,0.7336582568807339,0.007167431192660551,0.11525229357798165,White
06071009501,23298,White,,2017-11-06,Barstow,CA,92311,San Bernardino,Gunshot,Armed,3888,1141,900,1675,29695,1,1,6,12,0.2934670781893004,0.23148148148148148,0.4308127572016461,
17201000502,23273,Black,,2017-11-05,Rockford,IL,61108,Winnebago,Gunshot,Unarmed,3881,2175,488,933,48479,2,2,28,56,0.5604225715021901,0.12574078845658335,0.2404019582581809,White
35027960603,23274,Hispanic/Latino,,2017-11-05,Ruidoso,NM,88345,Lincoln,Gunshot,Unarmed,2612,1687,0,738,70342,3,4,61,121,0.6458652373660031,0,0.28254211332312407,White
28075000300,23275,White,,2017-11-05,Meridian,MS,39305,Lauderdale,Gunshot,Armed,2297,389,1884,3,26267,1,1,4,8,0.1693513278188942,0.8202002612102742,0.00130605137135394,Black
06037541402,30217,Hispanic/Latino,,2017-11-05,Willowbrook,CA,90222,Los Angeles,Gunshot,,3991,0,472,3486,56713,2,3,42,83,0,0.11826609872212478,0.8734652969180656,Hispanic/Latino
06029002902,23267,Black,,2017-11-04,Bakersfield,CA,93304,Kern,Gunshot,Unarmed,4054,849,274,2672,41500,1,1,18,36,0.20942279230389738,0.06758756783423779,0.6591021213616182,Hispanic/Latino
30111001704,23268,Other/Unknown,,2017-11-04,Billings,MT,59102,Yellowstone,Gunshot,Armed,4282,3756,33,321,53139,2,2,36,72,0.8771602055114432,0.0077066791219056515,0.07496496964035497,White
04013104000,23269,White,0.7480078,2017-11-04,Phoenix,AZ,85029,Maricopa,Gunshot,Armed,7178,3221,368,2407,39029,1,1,15,30,0.4487322373920312,0.051267762607968795,0.33533017553636113,
08035013904,23270,White,,2017-11-04,Parker,CO,80134,Douglas,Gunshot,Armed,4280,3415,64,480,71183,3,4,62,123,0.7978971962616822,0.014953271028037384,0.11214953271028037,White
05071952000,23271,Other/Unknown,,2017-11-04,Clarksville,AR,72830,Johnson,Gunshot,Armed,4229,2513,188,1216,27252,1,1,5,9,0.5942303144951525,0.04445495388980847,0.2875384251596122,White
28087000700,23272,Black,,2017-11-04,Columbus,MS,39701,Lowndes,Gunshot,Armed,5299,1545,3307,145,25855,1,1,4,7,0.2915644461219098,0.6240800150971881,0.02736365351953199,Black
01015002600,23260,White,,2017-11-03,Ohatchee,AL,36271,Calhoun,Gunshot,Armed,4788,4469,56,164,52636,2,2,35,70,0.933375104427736,0.011695906432748537,0.034252297410192145,White
48141000901,23261,Hispanic/Latino,0.998102865,2017-11-03,El Paso,TX,79930,El Paso,Gunshot,Armed,4782,376,17,4322,42206,1,1,19,38,0.07862818904224174,0.0035549979088247597,0.903805938937683,Hispanic/Latino
05063490300,23263,White,0.909503955,2017-11-03,Batesville,AR,72501,Independence,Gunshot,Armed,7076,5386,363,981,58101,2,3,44,88,0.7611644997173544,0.05130016958733748,0.1386376483889203,White
12127082506,23266,White,,2017-11-03,Port Orange,FL,32129,Volusia,Gunshot,Armed,5099,4864,57,158,49167,2,2,30,59,0.9539125318689939,0.011178662482839772,0.030986467934889194,White
12105011400,23256,White,,2017-11-02,Lakeland,FL,33805,Polk,Gunshot,Armed,4829,1960,1211,1551,32873,1,1,9,17,0.4058811348105198,0.2507765582936426,0.3211845102505695,
18119955500,23257,White,,2017-11-02,Spencer,IN,47460,Owen,Gunshot,Armed,3961,3828,0,49,52935,2,2,36,71,0.9664226205503661,0,0.01237061348144408,White
26163570900,23258,Other/Unknown,,2017-11-02,Inkster,MI,48141,Wayne,Gunshot,Armed,1966,64,1747,63,35375,1,1,11,22,0.03255340793489318,0.8886063072227874,0.03204476093591048,Black
06067007424,23259,White,,2017-11-02,North Highlands,CA,95660,Sacramento,Gunshot,Armed,4103,1696,489,1020,39426,1,1,16,31,0.41335608091640264,0.11918108700950523,0.24859858640019497,
21119960400,21392,White,,2017-11-01,Pippa Passes,KY,41844,Knott,Gunshot,Unarmed,2169,2095,14,0,29045,1,1,6,11,0.9658828953434763,0.006454587367450438,0,White
01015001600,23255,White,,2017-11-01,Anniston,AL,36201,Calhoun,Gunshot,Armed,3533,2520,630,272,39063,1,1,15,30,0.713274837248797,0.17831870931219926,0.07698839513161619,White
06085504807,350,Hispanic/Latino,,2017-10-31,Sunnyvale,CA,94089,Santa Clara,Gunshot,Armed,5640,881,47,225,171458,4,5,99,197,0.15620567375886524,0.008333333333333333,0.0398936170212766,
35013001501,10918,White,,2017-10-31,Las Cruces,NM,88005,Dona Ana,Gunshot,Armed,4294,2380,62,1612,91304,4,4,79,158,0.5542617605961807,0.014438751746623195,0.37540754541220306,White
48439111531,20226,Black,,2017-10-31,Arlington,TX,76017,Tarrant,Gunshot,Armed,4438,3258,414,286,78590,3,4,69,138,0.7341144659756648,0.09328526363226679,0.0644434429923389,White
06065042208,20452,Black,,2017-10-31,Riverside,CA,92506,Riverside,Gunshot,Armed,2956,1897,72,588,110417,4,5,89,177,0.6417456021650879,0.02435723951285521,0.19891745602165087,White
47133950301,23254,White,,2017-10-31,Livingston,TN,38570,Overton,Gunshot,Armed,4974,4603,37,172,30748,1,1,7,13,0.9254121431443506,0.007438681141938078,0.03457981503819863,White
34013001400,23192,Black,,2017-10-30,Newark,NJ,07103,Essex,Gunshot,Armed,2916,57,2291,539,52602,2,2,35,70,0.01954732510288066,0.7856652949245542,0.18484224965706447,Black
34013001400,23193,Black,,2017-10-30,Newark,NJ,07103,Essex,Gunshot,Armed,2916,57,2291,539,52602,2,2,35,70,0.01954732510288066,0.7856652949245542,0.18484224965706447,Black
53033030006,23194,Other/Unknown,,2017-10-30,Federal Way,WA,98003,King,Gunshot,Armed,4350,1149,1157,1430,51442,2,2,33,66,0.26413793103448274,0.26597701149425285,0.32873563218390806,
28137950400,23190,Black,,2017-10-29,Senatobia,MS,38668,Tate,Gunshot,Armed,5721,2859,2659,132,41941,1,1,19,38,0.49973780807551127,0.46477888481034785,0.023072889355007866,
08005006864,23191,White,,2017-10-29,Englewood,CO,80112,Arapahoe,Gunshot,Armed,3463,1817,421,741,96981,4,5,83,165,0.5246895755125613,0.12157089228992203,0.21397632110886514,White
